0.05,0.67126,0.019805,-0.66344
0.0501,0.6556,0.049331,-0.67818
0.0502,0.6388,0.078869,-0.69218
0.0503,0.62091,0.10829,-0.70536
0.0504,0.602,0.13748,-0.71765
0.0505,0.58216,0.16632,-0.72896
0.0506,0.56146,0.19469,-0.73926
0.0507,0.54,0.22249,-0.74847
0.0508,0.51784,0.24967,-0.75655
0.0509,0.49502,0.27616,-0.76348
0.051,0.47158,0.30196,-0.76923
0.0511,0.44755,0.3271,-0.77379
0.0512,0.42292,0.35161,-0.77721
0.0513,0.39772,0.37559,-0.77951
0.0514,0.37196,0.39912,-0.78075
0.0515,0.34568,0.42226,-0.781
0.0516,0.3189,0.44506,-0.7803
0.0517,0.29168,0.46753,-0.77868
0.0518,0.26407,0.48967,-0.77617
0.0519,0.2361,0.51145,-0.77274
0.052,0.20783,0.53283,-0.76837
0.0521,0.17933,0.55374,-0.76301
0.0522,0.15063,0.5741,-0.7566
0.0523,0.12182,0.59381,-0.74908
0.0524,0.092956,0.61278,-0.74036
0.0525,0.064115,0.63089,-0.73039
0.0526,0.035351,0.64805,-0.71911
0.0527,0.0067111,0.66418,-0.70647
0.0528,-0.021777,0.6792,-0.69242
0.0529,-0.050101,0.69309,-0.67697
0.053,-0.078263,0.70582,-0.66012
0.0531,-0.10626,0.71743,-0.64194
0.0532,-0.13409,0.72797,-0.6225
0.0533,-0.16176,0.73748,-0.60192
0.0534,-0.18923,0.74605,-0.58032
0.0535,-0.21648,0.75373,-0.55785
0.0536,-0.24348,0.7606,-0.53462
0.0537,-0.27021,0.7667,-0.51077
0.0538,-0.29662,0.77206,-0.48639
0.0539,-0.32268,0.77671,-0.46158
0.054,-0.34834,0.78064,-0.4364
0.0541,-0.37357,0.78382,-0.41092
0.0542,-0.39831,0.7862,-0.38516
0.0543,-0.4225,0.7877,-0.35916
0.0544,-0.44608,0.78821,-0.33291
0.0545,-0.46897,0.78763,-0.3064
0.0546,-0.49113,0.78584,-0.27961
0.0547,-0.51252,0.78276,-0.25249
0.0548,-0.53313,0.77828,-0.22502
0.0549,-0.55295,0.77234,-0.19717
0.055,-0.57198,0.76492,-0.16895
0.0551,-0.59022,0.75601,-0.14036
0.0552,-0.6077,0.74565,-0.11145
0.0553,-0.6244,0.73387,-0.082284
0.0554,-0.64034,0.72075,-0.05294
0.0555,-0.65551,0.70636,-0.023501
0.0556,-0.66991,0.6908,0.0059381
0.0557,-0.68356,0.67418,0.035285
0.0558,-0.69644,0.65661,0.064446
0.0559,-0.70854,0.63818,0.093328
0.056,-0.71983,0.61899,0.12185
0.0561,-0.73028,0.5991,0.14994
0.0562,-0.73985,0.57856,0.17755
0.0563,-0.74849,0.5574,0.20464
0.0564,-0.75616,0.53562,0.23121
0.0565,-0.7628,0.51318,0.25727
0.0566,-0.76839,0.49008,0.28284
0.0567,-0.7729,0.46629,0.30798
0.0568,-0.77633,0.44177,0.3327
0.0569,-0.77864,0.41653,0.35706
0.057,-0.77985,0.39057,0.38108
0.0571,-0.77994,0.36393,0.40475
0.0572,-0.77891,0.33665,0.42804
0.0573,-0.77677,0.30881,0.45093
0.0574,-0.77351,0.28049,0.47335
0.0575,-0.76916,0.25178,0.49523
0.0576,-0.7637,0.22282,0.51652
0.0577,-0.75715,0.1937,0.53713
0.0578,-0.7495,0.16456,0.55698
0.0579,-0.74074,0.13548,0.576
0.058,-0.73084,0.10656,0.5941
0.0581,-0.71978,0.077842,0.61123
0.0582,-0.70753,0.049368,0.62736
0.0583,-0.69409,0.02114,0.64246
0.0584,-0.67945,-0.0068579,0.65654
0.0585,-0.66362,-0.034658,0.66961
0.0586,-0.64663,-0.0623,0.68173
0.0587,-0.62851,-0.089823,0.69292
0.0588,-0.60932,-0.11726,0.70324
0.0589,-0.5891,-0.14464,0.71273
0.059,-0.56792,-0.17197,0.72142
0.0591,-0.54583,-0.19924,0.72933
0.0592,-0.52291,-0.22643,0.73647
0.0593,-0.49924,-0.25348,0.74283
0.0594,-0.47489,-0.28032,0.74841
0.0595,-0.44995,-0.30685,0.75316
0.0596,-0.4245,-0.33297,0.75704
0.0597,-0.45898,-0.47754,0.75908
0.0598,-0.45307,-0.54371,0.7609
0.0599,-0.43535,-0.58634,0.76157
0.06,-0.41275,-0.61738,0.76121
0.0601,-0.38731,-0.6413,0.76024
0.0602,-0.35948,-0.66122,0.75772
0.0603,-0.33049,-0.67929,0.75313
0.0604,-0.30178,-0.69632,0.74752
0.0605,-0.27326,-0.71195,0.74115
0.0606,-0.24379,-0.72622,0.73295
0.0607,-0.21294,-0.73885,0.72295
0.0608,-0.18113,-0.75002,0.71188
0.0609,-0.14871,-0.75973,0.69954
0.061,-0.11601,-0.768,0.68596
0.0611,-0.083189,-0.77484,0.67157
0.0612,-0.050136,-0.78107,0.65615
0.0613,-0.016963,-0.78712,0.63921
0.0614,0.015853,-0.7929,0.62134
0.0615,0.048226,-0.79785,0.60301
0.0616,0.080693,-0.80163,0.58386
0.0617,0.11352,-0.80381,0.56372
0.0618,0.14641,-0.80452,0.54302
0.0619,0.17893,-0.80374,0.52166
0.062,0.2109,-0.80134,0.49948
0.0621,0.2423,-0.79709,0.47666
0.0622,0.27328,-0.79138,0.45316
0.0623,0.30362,-0.78466,0.42867
0.0624,0.33275,-0.77752,0.40361
0.0625,0.36071,-0.77014,0.37819
0.0626,0.38829,-0.76246,0.35188
0.0627,0.41569,-0.75412,0.32451
0.0628,0.44245,-0.74501,0.2969
0.0629,0.4685,-0.73482,0.26917
0.063,0.4943,-0.72323,0.24085
0.0631,0.51983,-0.7101,0.21211
0.0632,0.54495,-0.69571,0.18342
0.0633,0.5697,-0.68004,0.15451
0.0634,0.59397,-0.66304,0.12542
0.0635,0.61738,-0.64486,0.096722
0.0636,0.63995,-0.6259,0.068401
0.0637,0.66176,-0.60611,0.039946
0.0638,0.68253,-0.58541,0.011617
0.0639,0.70198,-0.56373,-0.016307
0.064,0.72028,-0.54093,-0.04414
0.0641,0.73753,-0.51668,-0.072086
0.0642,0.75369,-0.49111,-0.099787
0.0643,0.76874,-0.46453,-0.12736
0.0644,0.78274,-0.43711,-0.15504
0.0645,0.79562,-0.40883,-0.1827
0.0646,0.80753,-0.37988,-0.21018
0.0647,0.81848,-0.35041,-0.23767
0.0648,0.82823,-0.32056,-0.26495
0.0649,0.83661,-0.2904,-0.29173
0.065,0.84402,-0.26005,-0.3182
0.0651,0.85066,-0.22947,-0.34454
0.0652,0.85639,-0.19872,-0.37031
0.0653,0.86114,-0.1678,-0.39536
0.0654,0.86509,-0.13673,-0.41984
0.0655,0.86812,-0.1055,-0.4436
0.0656,0.87002,-0.074276,-0.4664
0.0657,0.87074,-0.043043,-0.4885
0.0658,0.87014,-0.011718,-0.5099
0.0659,0.86793,0.019729,-0.53031
0.066,0.86409,0.051153,-0.54977
0.0661,0.85868,0.082538,-0.56859
0.0662,0.85168,0.11376,-0.58663
0.0663,0.84303,0.14469,-0.60383
0.0664,0.8329,0.17528,-0.62051
0.0665,0.82128,0.20567,-0.6367
0.0666,0.80812,0.23583,-0.65211
0.0667,0.79351,0.2657,-0.66688
0.0668,0.77754,0.29525,-0.68117
0.0669,0.76016,0.32448,-0.69476
0.067,0.74162,0.35326,-0.70752
0.0671,0.72218,0.38154,-0.71965
0.0672,0.70182,0.40925,-0.73095
0.0673,0.68045,0.43622,-0.74105
0.0674,0.6583,0.4623,-0.75007
0.0675,0.63547,0.48751,-0.7582
0.0676,0.61182,0.5118,-0.76518
0.0677,0.58727,0.53518,-0.77091
0.0678,0.56194,0.55771,-0.77557
0.0679,0.53578,0.57953,-0.77911
0.068,0.50877,0.60057,-0.78134
0.0681,0.48102,0.62079,-0.78245
0.0682,0.45266,0.64027,-0.78257
0.0683,0.42358,0.65907,-0.78158
0.0684,0.39384,0.67709,-0.77945
0.0685,0.36348,0.69436,-0.77638
0.0686,0.33251,0.71084,-0.7723
